,href
11,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-my-dinh-1-prj-the-emerald/ban-can-tai-ct8-80-5m2-va-163m2-dang-cho-thue-50tr-thang-gia-chi-tu-8-ty-pr39188054
12,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-dang-cho-sieu-thi-kmart-thue-120tr-thang-0912132991-pr34885709
13,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-tuu-prj-sunshine-capital-tay-thang-long/xuat-ngoai-giao-hang-chinh-chu-dau-tu-gia-tot-nhat-thi-truong-ban-giao-ngay-giao-dich-nhanh-pr39203862
14,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-me-tri-prj-vinhomes-west-point/can-ban-268m2-san-tmdv-van-phong-toa-lh-pr38466237
15,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-thanh-binh-phuong-mo-lao-prj-xuan-mai-riverside/ban-chan-de-chung-cu-tai-la-hd-78m2-mat-tien-10m-gia-nhinh-5-ty-pr39215827
16,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-so-do-lau-dai-mat-tien-7-5m-xay-397m2-mat-30m-2x-ty-vin-lam-pr38307215
17,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-21b-thi-tran-kim-bai-prj-cum-cong-nghiep-kim-bai/ban-suat-ngoai-giao-gia-dau-tu-nghie-telin-park-bai-pr39202579
18,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-xuan-la-prj-kdt-tay-ho-tay-starlake-ha-noi/ban-can-goc-dep-mat-duong-40m-truc-thong-nga-4-kinh-doanh-gia-re-nhat-khu-pr38916336
19,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-da-ton-prj-vinhomes-ocean-park-gia-lam/em-can-ban-gap-can-sh16-gan-chung-cu-gan-ho-re-nhat-thi-truong-chi-12-7-ty-pr38364144
20,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-masteri-west-heights/chuyen-nhuong-shop-chan-de-phan-khu-masterri-du-an-vinhomes-smart-city-pr36551751
21,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-duong-noi-prj-an-phu-shop-villa/b-c-goc-dg-cho-thue-mat-27m-c-dep-gia-dep1-pr36565278
22,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/ban-cat-lo-sau-khoi-de-du-an-97m2-10-5-ty-pr37964229
23,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-xuan-quang-thi-tran-trau-quy-prj-east-center/-song-hong-cach-chung-cu-1-buoc-chan-dt-84m2-mt-6m-gia-11-7-ty-lh-pr39130052
24,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/chinh-chu-ban-cat-lo-sau-can-shop-house-19-dien-tich-93m2-gia-26-5-ty-co-luong-pr39174369
25,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/ban-charm-164m2-x-5-tang-mt-24-5m-lo-goc-kinh-doanh-dinh-dong-tien-gia-tot-pr39206636
26,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-an-khanh-4-prj-moonlight-1-an-lac-green-symphony/dau-xuan-anh-chi-mua-nguy-khai-thac-ngay-gia-qua-re-60tr-m2-nhan-dien-cuc-tot-pr39098128
27,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-nguyen-thanh-binh-phuong-van-phuc-1-prj-him-lam-van-phuc/cat-lo-sieu-re-can-goc-3-mat-thoang-dong-tien-cuc-on-dinh-lh-pr38151810
28,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/cat-lo-can-tang-1-100m-sieu-dep-tai-du-an-my-dinh-pr39219247
29,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/-365m-2-tang-mat-tien-15m-50-ty-thanh-xuan-pr38636576
30,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/sieu-hiem-khoi-de-214m2-via-he-rong-gia-58tr-m2-pr37416895
31,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-vinhomes-times-city-park-hill/can-ban-timescity-hai-ba-trung-ha-noi-dong-tien-cho-thue-40trieu-thang-pr39075387
32,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/quy-hang-mat-so-do-lau-dai-san-sang-sang-ten-ngay-pr39229435
33,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-dinh-cong-phuong-dinh-cong-prj-sky-central/co-hoi-doc-dao-ban-goc-shop-sanh-176-118m2-x-2-tang-gia-chao-uu-dai-lh-pr38765707
34,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-smart-city/cn-shop-mat-toa-i1-view-cong-vien-gia-chi-8-5-ty-em-hai-anh-pr38895809
35,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/chinh-chu-can-ban-gap-shop-house-chan-de-sky-lake-dien-tich-276-m2-gia-22-ty-pr34172943
36,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/ban-kiot-toa-my-dinh-kinh-doanh-dinh-sieu-hot-pr32262770
37,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-an-khanh-4-prj-moonlight-1-an-lac-green-symphony/can-chan-de-mat-duong-60m-dien-tich-133m2-8-35-ti-qua-re-khai-thac-kinh-doanh-ngay-co-1-0-2-pr39098133
38,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-kien-hung-phuong-kien-hung-prj-khu-do-thi-kien-hung/ban-mipec-vi-tri-dep-nhat-view-vuon-hoa-7toa-c-cu-dt-72m-mt-5-7m-thang-may-pr39180487
39,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-lac-long-quan-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/cap-nhat-danh-sach-biet-thu-lien-ke-va-chao-ban-7-vi-tri-dep-gia-tot-nhat-pr37774376
40,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-cu-1-phuong-bo-de-prj-berriver-long-bien/ban-can-shop-kinh-doanh-80-272m2-tai-chung-ha-noi-gia-tu-55-trieu-m2-pr38801595
41,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tan-xuan-phuong-dong-ngac-prj-ecohome-3/can-ban-lo-goc-shophoues-khoi-de-toa-chung-cu-ecohome3-pr38968756
42,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-cu-1-phuong-bo-de-prj-berriver-long-bien/lo-duy-nhat-chung-n01-dt-260m2-lien-he-0911339191-pr29885728
43,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/ban-can-khe-thoang-vuon-hoa-re-nhat-huong-mat-gia-dau-tu-pr38733693
44,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-ngoc-thuy-prj-khai-son-city/mo-ban-gian-gia-chi-hon-1-5-ty-kinh-doanh-cho-thue-rat-thuan-loi-pr39175976
45,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chinh-chu-can-ban-gap-thuoc-toa-r3-vinhomes-72a-dien-tich-224-m2-pr37632169
46,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/-khoi-de-suat-ngoai-giao-3-tang-gia-18-9-ty-0934511349-pr36776189
47,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-dai-mo-prj-roman-plaza/chinh-chu-can-ban-240m-san-gia-re-nhat-thi-truong-pr36826307
48,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-sunshine-city/can-ban-khoi-de-o-to-kinh-doanh-via-he-dang-cho-thue-on-dinh-gia-tu-4x-tr-m2-pr39209347
49,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/chu-dau-tu-can-ban-2-lo-shop-gia-chi-tu-49-trieu-1m2-co-hoi-dau-tu-cuoi-cung-pr37128602
50,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-chua-lang-phuong-lang-thuong-prj-langs-village/can-ban-gap-kinh-doanh-mat-doi-dien-cong-dh-ngoai-giao-pr39136209
51,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/ban-nhanh-shop-chan-de-lake-view-gia-dau-tu-tot-lh-pr39229319
52,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/can-tien-ban-gap-chi-8-x-ty-so-huu-ngay-160m2-vip-nhat-linh-dam-lh-pr39176964
53,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-sao-bien-19a-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-1-140m2-5t-mong-muon-10-ty-pr38952128
54,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tan-mai-phuong-vinh-hung-2-prj-dong-phat-park-view-tower/ban-tam-trinh-linh-nam-toa-parkview-tang-1-pr39103419
55,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-lang-ha-phuong-lang-ha-prj-green-diamond-93-lang-ha/ban-1200m-tang-1-khoi-de-chung-cu-diamon-93-gia-goc-cdt-ky-tt-pr35456081
56,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-la-prj-dream-land-xuan-la/thanh-khoan-tay-ho-mat-120m2-x-6-tang-thang-may-pr38972280
57,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-hoang-van-thu-4-prj-feliz-homes/chinh-chu-can-ban-khoi-de-du-an-dien-tich-75-m2-pr39203790
58,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-thanh-lam-3-prj-hud-me-linh-central/chi-con-duy-nhat-4-can-gia-chi-tu-6-x-ty-ca-xay-dau-tu-sinh-loi-don-dau-song-qh-vd4-pr39192774
59,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vo-chi-cong-phuong-phu-thuong-1-prj-udic-westlake/ban-mat-so-huu-lau-dai-gia-70tr-m2-pr22166430
60,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cuc-soc-ban-cat-lo-5ty-shose-5-tang-75m2-nhinh-7ty-ngay-canh-am-thuc-pr37771243
61,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-phuc-la-van-phu-phuong-kien-hung-prj-kien-hung-luxury/ban-mat-ha-dong-130m2-xay-7-tang-co-ham-thang-may-mat-tien-6m-kinh-doanh-cuc-dep-pr33934816
62,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-hoang-liet-prj-rice-city-linh-dam/ban-kiot-gia-tu-49-5trd-m2-pr39200446
63,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-dai-mo-phuong-tay-mo-prj-vinhomes-smart-city/7-5-ty-cho-thue-50tr-thang-ban-shophououse-mat-lon-pr37972506
64,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-honor-village/chinh-chu-can-ban-gap-du-an-200-tuan-pr39201729
65,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-linh-dam-phuong-hoang-liet-prj-rice-city-linh-dam/ban-kiot-tay-nam-dam-pr39169352
66,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/ban-cap-2-can-lien-nhau-dap-thong-mat-gia-tot-lh-pr38824987
67,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-vip-the-venice-3-ap-goc-5-tang-tang-o-to-23-5-ty-pr38778499
68,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-ngoc-thach-phuong-kim-lien-prj-chung-cu-b4-b14-kim-lien/ban-ki-ot-87m2-thach-pr39136113
69,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-32-xa-di-trach-prj-hinode-royal-park/chinh-chu-toi-can-ban-17m-du-an-kim-chung-gia-dau-tu-pr30543471
70,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-duong-noi-prj-the-terra-an-hung/shop-house-tera-7tg-o-cho-thg-may-kinh-doh-dg-cap-bien-dong-gia-tri-tg-mh-pr39153131
71,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/chinh-chu-ban-gap-can-gia-21-x-ty-khong-ban-chenh-khong-thu-phi-pr39217184
72,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/ban-so-do-lau-dai-tang-1-gan-600m2-cho-thue-on-dinh-lau-dai-lh-pr38920090
73,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-sunshine-city/chinh-chu-ban-lo-goc-3-mat-tien-duong-lon-doi-dien-vuon-hoa-chung-cu-pr35959207
74,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-chua-lang-phuong-lang-thuong-prj-langs-village/sieu-pham-82-doi-dien-dai-hoc-ngoai-thuong-pr38939554
75,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-van-phuc-phuong-lieu-giai/chinh-chu-ban-san-tang-1-cc-ba-dinh-160m2-san-thong-can-goc-mt-20m-gia-6-5-ty-pr38596757
76,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-70-2-phuong-dai-mo-prj-flc-premier-parc-dai-mo/ban-shop-chan-de-chung-cu-hausman-thuoc-premiere-vi-tri-dep-nhat-100m-gia-4-2-ty-lh-pr38929257
77,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-hoi-phuong-hoang-liet-prj-rose-town-79-ngoc-hoi/cc-thien-chi-ban-nhanh-khoi-de-dang-cho-thue-40tr-thang-mt10m-dtsd-180m2-gia-6-8-ty-pr37578867
78,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/can-ban-khoi-de-3-tang-mat-le-quang-dao-dai-mo-gia-83-tr-m-lh-kieu-thuy-0949170979-pr32195718
79,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/chinh-chu-ban-can-vi-tri-dep-gia-hon-19-ty-lh-pr39092273
80,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-duong-noi-prj-anland-lakeview/chinh-chu-ban-can-ho-thong-tang-mat-dao-pr33830184
81,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-ngoc-thuy-prj-khai-son-city/quy-can-doc-quyen-cua-cdt-gian-hang-chung-cu-thanh-long-bien-pr37523033
82,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xa-la-phuong-kien-hung-prj-kien-hung-luxury/ban-6-tang-co-ham-ba-mat-tien-rong-mat-rong-60m-kinh-doanh-tot-pr39203138
83,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/ban-tich-93m2-full-noi-that-dang-o-gia-26-ty-lh-0918331236-pr37565272
84,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/ban-a-cienco5-pr38308511
85,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-can-ban-chuyen-nhuong-thang-02-2024-lh-pr39099248
86,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-xay-6-tang-ben-canh-cac-toa-cao-tang-kinh-doanh-ngay-va-luon-gia-2x-ty-pr38655191
87,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-chua-lang-phuong-lang-thuong-prj-langs-village/bds-truyen-doi-building-mat-doi-dien-cong-truong-dai-hoc-ngoai-thuong-pr39121720
88,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-phu-thi-tran-thuong-tin-prj-him-lam-thuong-tin/ban-lien-ke-mat-33m-dien-tich-96m2-gia-17-2-ty-du-an-tin-pr38200525
89,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/giam-1-2-ty-gia-moi-8-4-ty-so-huu-shop-chan-de-171m2-tai-linh-dam-phuc-vu-9000-cu-dan-mua-la-lai-pr39183064
90,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-70-2-phuong-xuan-phuong-prj-xuan-phuong-tasco/ban-shose-mat-40m-va-70-kdt-foresa-villa-nam-tu-liem-hn-pr39160100
91,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-thi-tran-trau-quy-prj-du-an-thuan-an/e-phuc-gia-lam-can-ban-nhanh-can-hai-phat-tai-khu-31ha-gia-lam-87m2-pr39163322
92,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-cau-dien-prj-golden-field-my-dinh/ban-san-tmvp-nga-tu-ham-nghi-so-50-nam-cho-thue-20-usd-m2-dt-289-420-m2-pr38220006
93,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-hoang-liet-prj-rice-city-linh-dam/ban-shop-sieu-dep-kinh-doanh-sieu-hot-o-khu-vuc-sieu-dong-dan-nhat-ha-noi-pr38794088
94,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/chuan-bi-ban-shop-chan-de-toa-sa5-phan-khu-city-pr38978904
95,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-phuong-phu-la-prj-la-casta-van-phu/chinh-chu-ban-cap-kiot-chan-de-chung-cu-so-hong-vinh-pr38972319
96,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-70-2-phuong-xuan-phuong-prj-khu-do-thi-xuan-phuong/chinh-chu-can-ban-nhanh-mat-70-gia-hop-ly-pr39225556
97,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-do-duc-duc-phuong-me-tri-prj-vinhomes-west-point/ban-chan-de-toa-74m2-dang-cho-thue-42tr-thang-gia-8-7-ty-pr39028985
98,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-hoi-phuong-hoang-liet-prj-rose-town-79-ngoc-hoi/cc-ban-2-tang-khoi-de-chung-cu-dang-cho-thue-40tr-thang-mt-10m-dtsd-180m2-gia-40tr-m2-pr39200342
99,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-chung-cu-d2-giang-vo/ban-san-van-ng-mat-dien-tich-30m2-den-500m2-lh-dinh-pr38795823
100,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-my-dinh-1-prj-the-emerald/-moi-ban-gap-chan-de-chung-cu-ct8-103m2-gia-7-5-ty-e-minh-0832201407-pr37082711
101,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-21b-thi-tran-kim-bai-prj-cum-cong-nghiep-kim-bai/ban-suat-ngoai-giao-du-an-telin-park-thanh-oai-gia-chi-17-5tr-m2-pr38013966
102,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-quang-trung-18-prj-khu-do-thi-hud-son-tay/ban-nhanh-lo-ap-goc-mat-duong-35m-truc-chinh-tam-tay-pr38351418
103,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-hai-au-02-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-can-ha02-100m2-gan-tttm-vincom-oceanpark-1-tot-nhat-thi-truong-19-ty-bao-phi-pr39198014
104,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-la-prj-dream-land-xuan-la/ban-112m-6-tang-du-an-nd-107-tay-ho-ha-noi-pr39147087
105,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-5-xa-dong-hoi-prj-eurowindow-river-park/ban-view-khu-vui-choi-pr39197935
106,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/ban-gap-3-lo-3-tang-so-do-lau-dai-mat-toa-matric-one-pr39176610
107,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/-lo-goc-trung-tam-my-dinh-sat-bo-ngoai-giao-moi-hoan-thien-dep-pr39082782
108,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-xuan-quang-thi-tran-trau-quy-prj-east-center/-song-hong-cach-chung-cu-1-buoc-chan-dt-84m2-mt-6m-gia-11-ty-lh-0855019006-pr36840456
109,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-thuong-thanh-1-prj-ha-noi-homeland/chi-2-ty-so-huu-can-cn-de-cc-home-land-long-bien-noi-pr38874347
110,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-xuan-quang-thi-tran-trau-quy-prj-east-center/can-ban-gap-can-song-hong-gia-re-hon-truong-rat-nhieu-vi-tri-dep-ngay-gan-chung-cu-pr39222684
111,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/ban-gap-lo-goc-mat-30m-quan-thanh-xuan-mat-tien-11m-so-do-lau-dai-pr38795141
112,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-kien-hung-prj-mipec-city-view/can-ban-chan-de-du-an-dt-150-170m2-2-tang-lh-ms-thuy-0949-170-979-pr36245840
113,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-linh-duong-phuong-hoang-liet-prj-hh1-linh-dam/can-tien-ban-gap-chi-8-x-ty-so-huu-ngay-160m2-vip-nhat-lh-pr39176933
114,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-me-tri-prj-vinhomes-west-point/chinh-chu-can-ban-gap-shop-chan-de-dang-cho-ngan-hang-thue-1-9ty-nam-pr39097409
115,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-chu-huy-man-phuong-phuc-dong-prj-hope-residence/ban-chan-de-2-tang-chung-cu-long-bien-83m2-gia-5-2-ty-vua-o-vua-kinh-doanh-moi-pr39078551
116,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/con-duy-nhat-2-lo-ngay-trung-tam-hanh-chinh-moi-55ha-my-dinh-gia-25-7-ty-pr39198748
117,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-xuan-la-prj-6th-element/ban-5-tang-kdt-duong-nguyen-van-huyen-tay-ho-ha-noi-pr39131223
118,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-huyen-phuong-xuan-la-prj-6th-element/ban-5-tang-dien-tich-105m2-kdt-elements-tay-ho-ha-noi-pr38716285
